id,schema,name,country,topics,birthDate,nationality,position,registrationNumber,address,sanctions,datasets,sourceUrl
usgsa-cc18ffc623ee450b726e9e35de04e6981363f233,Sanction,,us,,,,,,,,us_sam_exclusions,https://sam.gov/data-services/Exclusions/Public%20V2?privacy=Public
usgsa-cc19131fe816eb54abb8f58ae12af2244d592020,Sanction,,us,,,,,,,,us_sam_exclusions,https://sam.gov/data-services/Exclusions/Public%20V2?privacy=Public
usgsa-cc19dd6153b717c187bc426c4b08e2ce4507e909,Sanction,,us,,,,,,,,us_sam_exclusions,https://sam.gov/data-services/Exclusions/Public%20V2?privacy=Public
usgsa-cc19de1f7977499dd35caa37dc6ca13f3d4d896f,Sanction,,us,,,,,,,,us_sam_exclusions,https://sam.gov/data-services/Exclusions/Public%20V2?privacy=Public
usgsa-cc19e6c60fa83905e0c1eec21b49d48fdb6fbadd,Sanction,,us,,,,,,,,us_sam_exclusions,https://sam.gov/data-services/Exclusions/Public%20V2?privacy=Public
usgsa-cc19f3ecb9825e24802d5e4d34c499179cf6d66e,Sanction,,us,,,,,,,,us_sam_exclusions,https://sam.gov/data-services/Exclusions/Public%20V2?privacy=Public
usgsa-cc1a65b60f324e3f681a5fdd31152aafc01b3675,Sanction,,us,,,,,,,,us_sam_exclusions,https://sam.gov/data-services/Exclusions/Public%20V2?privacy=Public
usgsa-cc1bbda48a2d107c309a9eb31becc7737607c821,Sanction,,us,,,,,,,,us_sam_exclusions,https://sam.gov/data-services/Exclusions/Public%20V2?privacy=Public
usgsa-cc1bcb0e2706fb4392ec2e66208d90992499bf81,Sanction,,us,,,,,,,,us_sam_exclusions,https://sam.gov/data-services/Exclusions/Public%20V2?privacy=Public
usgsa-cc1cb511063ba20087ad0abe68efb073b4109455,Sanction,,us,,,,,,,,us_sam_exclusions,https://sam.gov/data-services/Exclusions/Public%20V2?privacy=Public
usgsa-cc1cdab1d8884f32212539cc04e5ff6b6a12267c,LegalEntity,LONG MARCH LAUNCH VEHICLE TECHNOLOGY COMPANY LIMITED,cn,debarment,,,,,"High-Technology Industrial Zone, Economic & Technological Development Zone, 430056 Wuhan",,us_sam_exclusions,
usgsa-cc1d4ed6e13c0149bee872a432a7939f4c11c7b3,Sanction,,us,,,,,,,,us_sam_exclusions,https://sam.gov/data-services/Exclusions/Public%20V2?privacy=Public
usgsa-cc1da373fded1bf3a2d548d255ff67537614d88a,Sanction,,us,,,,,,,,us_sam_exclusions,https://sam.gov/data-services/Exclusions/Public%20V2?privacy=Public
usgsa-cc1da39bf2b9208ad31e971788efc6f6db7f393f,Sanction,,us,,,,,,,,us_sam_exclusions,https://sam.gov/data-services/Exclusions/Public%20V2?privacy=Public
usgsa-cc1e4b89955ec7922caaa5593e8b0fd7127e1e8d,Sanction,,us,,,,,,,,us_sam_exclusions,https://sam.gov/data-services/Exclusions/Public%20V2?privacy=Public
usgsa-cc1e7c396c979c6e4ec2b464b9f08bd559ffbd23,Sanction,,us,,,,,,,,us_sam_exclusions,https://sam.gov/data-services/Exclusions/Public%20V2?privacy=Public
usgsa-cc1ec31cb02632342d6b9045334f95c0a4e2db19,Sanction,,us,,,,,,,,us_sam_exclusions,https://sam.gov/data-services/Exclusions/Public%20V2?privacy=Public
usgsa-cc1ed4f995e58003bd6aedcdc5b80f60d9e0320f,Sanction,,us,,,,,,,,us_sam_exclusions,https://sam.gov/data-services/Exclusions/Public%20V2?privacy=Public
usgsa-cc1ef4b8dd7fc81786ac57cf9ab8415cd04b726c,Sanction,,us,,,,,,,,us_sam_exclusions,https://sam.gov/data-services/Exclusions/Public%20V2?privacy=Public
usgsa-cc1f8b9f7d2e65f3a4d91a8f31099ef0d25a5498,Sanction,,us,,,,,,,,us_sam_exclusions,https://sam.gov/data-services/Exclusions/Public%20V2?privacy=Public
usgsa-cc21db042e7cf9cdc040c724a993ea360c2a86d5,Sanction,,us,,,,,,,,us_sam_exclusions,https://sam.gov/data-services/Exclusions/Public%20V2?privacy=Public
usgsa-cc220615dc234f8538dda3ccd6a6f41c805601ae,Sanction,,us,,,,,,,,us_sam_exclusions,https://sam.gov/data-services/Exclusions/Public%20V2?privacy=Public
usgsa-cc2244924658409c28c91501294b198be086912b,Sanction,,us,,,,,,,,us_sam_exclusions,https://sam.gov/data-services/Exclusions/Public%20V2?privacy=Public
usgsa-cc224770c6137e7a7f4aaae5041d8f9ffa8b00f2,Sanction,,us,,,,,,,,us_sam_exclusions,https://sam.gov/data-services/Exclusions/Public%20V2?privacy=Public
